"user_id","gender","home_country","home_city","months_since_sign_up","has_children","is_married","is_family","age","age_group","avg_days_from_res_to_trip","total_number_of_sessions","total_number_of_page_clicks","total_session_duration_in_minutes","total_trips","total_discounted_trips","total_hotel_discounted_trips","total_flight_discounted_trips","total_cancelled_trips","total_flights","return_flights","total_hotel_res","total_paid_for_flights_before_disc","avg_paid_for_flights_before_disc","total_paid_for_flights_after_disc","avg_paid_for_flights_after_disc","total_disc_for_flights","avg_disc_for_flight","avg_disc_perc_for_flight","avg_disc_perc_for_hotel","total_paid_for_hotels_before_disc","avg_paid_for_hotels_before_disc","total_paid_for_hotels_after_disc","avg_paid_for_hotels_after_disc","total_disc_for_hotels","avg_disc_for_hotels","avg_num_of_rooms_per_hotel_res","avg_num_of_nights_per_hotel_res","tot_num_of_nights_for_hotel_res","num_of_diff_hotels_stayed","num_of_diff_hotel_groups_stayed","num_of_diff_hotel_cities_stayed","num_of_diff_flight_dest","num_of_diff_airlines","num_of_diff_routes","avg_num_of_seats_booked_per_flight","tot_num_of_seats_booked_for_flights","tot_number_of_checked_bags_for_flights","avg_of_checked_bags_for_flights","tot_flight_distance_km","tot_flight_dist_km","avg_flight_dist_km","booking_rate_per_session_segmentation","budget_segmentation","flyer_segmentation","customer_value","ads_per_km","discount_flight_proportion","bargain_hunter_index","avg_session_dur_min"
164522,0,0,kansas city,37,0,1,0,50,"41-50",9.0000000000000000,8,89,11.12,1,3,1,2,0,2,1,1,328.32,328.32,311.9040,311.90,16.4160,16.42,0.03,0.01,3029,3029.00,3029,3029.00,0,0.00,1.00,13.00,13,1,1,1,1,1,1,1.00,1,1,1.00,3572.1463241131014,3615.293006649532,3615.293006649532,Frequent Booker,Luxury Budget,Rare Flyer,3340.9040000000000000,0.086273505197593,2.0000000000000000,0.00517641031185558,1.3900000000000000
167852,0,0,tampa,37,0,0,0,19,"18-25",0,8,63,7.74,0,2,1,1,0,0,0,0,0,0.00,0,0.00,0,0.00,0.03,0.03,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0,0,0.00,0.0,0.0,0.0,Never Booker,Low Budget,Rare Flyer,0,0.0,0,0.0,0.96750000000000000000
171470,0,0,atlanta,37,0,0,0,26,"26-30",0,8,446,245.67,0,0,0,0,2,0,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0,0,0.00,0.0,0.0,0.0,Never Booker,Low Budget,Rare Flyer,0,0.0,0,0.0,30.7087500000000000
174997,0,0,grand rapids,37,0,0,0,34,"31-40",8.0000000000000000,8,252,132.23,2,1,1,0,1,4,2,2,590.43,295.22,590.43,295.22,0.00,0.00,0.00,0.04,448,224.00,448,224.00,0,0.00,1.00,2.00,4,2,2,2,2,2,2,1.00,2,0,0.00,6460.235691386267,6153.103136995417,3076.5515684977086,Occasional Booker,Low Budget,Rare Flyer,519.2150000000000000,0.09595646080593882,0.00000000000000000000,0.0,16.5287500000000000
175032,0,0,houston,37,0,0,0,31,"31-40",8.0000000000000000,9,127,15.65,3,3,2,1,0,4,2,3,1109.25,554.63,1109.25,554.63,0.00,0.00,0.05,0.03,3606,1202.00,3243.60,1081.20,362.40,120.80,2.00,4.33,13,3,3,3,2,2,3,2.00,4,1,0.50,5435.270567955867,5578.176538183021,2789.0882690915105,Occasional Booker,Moderate Budget,Rare Flyer,1450.9500000000000000,0.19885530556573527,0.33333333333333333333,0.0033142550927622544,1.7388888888888889
181157,0,0,houston,37,0,1,0,55,"50+",6.0000000000000000,8,153,18.81,3,3,1,2,0,6,3,3,1039.43,346.48,959.0255,319.68,80.4045,26.80,0.07,0.03,5019,1673.00,4987.80,1662.60,31.20,10.40,2.00,3.33,10,3,2,2,2,3,2,2.00,6,3,1.00,7165.354154347378,7280.744906243795,2426.9149687479317,Occasional Booker,Moderate Budget,Regular Flyer,1982.2751666666666667,0.1317207940052346,0.66666666666666666667,0.0061469703869109485,2.3512500000000000
182191,0,0,phoenix,37,1,0,0,21,"18-25",0,8,148,88.78,0,1,1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0.00,0.05,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0,0,0.00,0.0,0.0,0.0,Never Booker,Low Budget,Rare Flyer,0,0.0,0,0.0,11.0975000000000000
187212,0,0,los angeles,36,1,1,1,56,"50+",9.0000000000000000,8,128,15.84,3,2,1,1,0,6,3,3,1242.57,414.19,1242.57,414.19,0.00,0.00,0.07,0.02,904,301.33,904,301.33,0,0.00,1.00,2.00,6,3,3,3,3,3,3,1.00,3,2,0.67,14032.293042046487,14793.343126963875,4931.114375654625,Occasional Booker,Low Budget,Regular Flyer,715.5233333333333333,0.08399521253145029,0.33333333333333333333,0.001959888292400507,1.9800000000000000
189676,0,0,fort worth,36,1,0,0,37,"31-40",4.5000000000000000,8,93,11.52,2,1,0,1,0,2,1,2,1244.31,1244.31,1244.31,1244.31,0.00,0.00,0.04,0.00,5001,2500.50,5001,2500.50,0,0.00,2.00,9.00,18,2,2,2,1,1,2,3.00,3,2,2.00,4569.096640975857,4701.072291100134,4701.072291100134,Occasional Booker,Luxury Budget,Rare Flyer,3122.6550000000000000,0.2646864210864559,0.50000000000000000000,0.005293728421729118,1.4400000000000000
190866,0,0,tallahassee,36,0,0,0,39,"31-40",7.8000000000000000,9,186,23.08,5,1,1,0,0,10,5,5,2081.00,416.20,2081.00,416.20,0.00,0.00,0.00,0.01,1496,299.20,1496,299.20,0,0.00,1.00,2.00,10,5,4,4,4,3,4,1.00,5,2,0.40,22695.417199497417,24237.35707780935,4847.471415561869,Rare Booker,Low Budget,Frequent Flyer,715.4000000000000000,0.08585919633561331,0.00000000000000000000,0.0,2.5644444444444444
195192,0,0,chicago,36,0,0,0,30,"26-30",16.0000000000000000,8,225,27.79,1,2,1,1,0,2,1,1,394.29,394.29,394.29,394.29,0.00,0.00,0.03,0.03,320,320.00,320,320.00,0,0.00,2.00,1.00,1,1,1,1,1,1,1,2.00,2,0,0.00,2348.846178958959,2331.0194917377926,2331.0194917377926,Frequent Booker,Low Budget,Rare Flyer,714.2900000000000000,0.1691491647313742,1.00000000000000000000,0.005074474941941226,3.4737500000000000
204943,1,1,ottawa,36,0,0,0,42,"41-50",9.0000000000000000,8,292,139.14,5,2,0,2,1,10,5,5,2350.58,470.12,2323.822,464.76,26.758,5.35,0.05,0.00,3979,795.80,3979,795.80,0,0.00,1.60,3.40,17,5,5,3,3,5,3,1.60,8,7,1.40,15645.455295396096,15710.279178510751,3142.05583570215,Rare Booker,Moderate Budget,Frequent Flyer,1260.5644000000000000,0.14791729501399514,0.40000000000000000000,0.0029583459002799034,17.3925000000000000
204997,0,0,kansas city,36,0,1,0,40,"31-40",8.0000000000000000,8,439,186.56,2,1,1,0,2,4,2,1,488.47,244.24,488.47,244.24,0.00,0.00,0.00,0.03,284,284.00,284,284.00,0,0.00,1.00,4.00,4,1,1,1,2,2,2,1.00,2,1,0.50,5088.987534981488,5126.023729842681,2563.0118649213405,Occasional Booker,Low Budget,Rare Flyer,386.2350000000000000,0.09529218469205004,0.00000000000000000000,0.0,23.3200000000000000
205044,0,1,toronto,36,1,1,1,42,"41-50",7.0000000000000000,9,134,16.55,3,1,0,1,0,6,3,3,2748.35,916.12,2720.6975,906.90,27.6525,9.22,0.01,0.00,5642,1880.67,5642,1880.67,0,0.00,2.00,4.67,14,3,3,2,2,3,2,2.00,6,1,0.33,15186.060441755199,14381.034036857043,4793.678012285681,Occasional Booker,High Budget,Regular Flyer,2787.5658333333333333,0.1891865002910879,0.33333333333333333333,0.000630621667637,1.8388888888888889
206011,0,0,kansas city,36,1,0,0,41,"41-50",6.5000000000000000,8,156,19.48,4,3,2,1,0,8,4,3,1046.59,261.65,1024.7720,256.19,21.8180,5.45,0.01,0.07,1138,379.33,1138,379.33,0,0.00,1.00,3.00,9,3,3,3,4,4,4,1.00,4,1,0.25,11788.406109248013,11616.490803600625,2904.1227009001564,Rare Booker,Low Budget,Regular Flyer,540.6930000000000000,0.088217002649575,0.25000000000000000000,0.0002205425066239,2.4350000000000000
216796,0,0,cincinnati,36,0,0,0,24,"18-25",0,8,125,65.51,0,2,1,2,1,0,0,0,0,0.00,0,0.00,0,0.00,0.07,0.03,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0,0,0.00,0.0,0.0,0.0,Never Booker,Low Budget,Rare Flyer,0,0.0,0,0.0,8.1887500000000000
217114,2,0,long beach,36,1,1,1,21,"18-25",0,9,59,7.48,0,1,1,1,0,0,0,0,0,0.00,0,0.00,0,0.00,0.03,0.10,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0,0,0.00,0.0,0.0,0.0,Never Booker,Low Budget,Rare Flyer,0,0.0,0,0.0,0.83111111111111111111
217136,0,0,little rock,36,1,0,0,40,"31-40",6.5000000000000000,8,106,13.25,2,1,0,2,0,2,1,2,539.57,539.57,539.57,539.57,0.00,0.00,0.06,0.00,659,329.50,659,329.50,0,0.00,1.00,2.00,4,2,2,2,1,1,2,1.00,1,0,0.00,5734.632813242144,6190.680887359109,6190.680887359109,Occasional Booker,Low Budget,Rare Flyer,599.2850000000000000,0.08715842567523714,1.00000000000000000000,0.005229505540514229,1.6562500000000000
220725,0,0,stockton,35,0,0,0,42,"41-50",5.6666666666666667,9,316,142.32,3,2,1,1,1,6,3,2,1533.42,511.14,1533.42,511.14,0.00,0.00,0.03,0.01,962,481.00,962,481.00,0,0.00,1.00,3.50,7,2,2,2,3,3,3,1.00,3,1,0.33,18493.516685795697,18768.461881408854,6256.153960469618,Occasional Booker,Low Budget,Regular Flyer,831.8066666666666667,0.0817019535052541,0.33333333333333333333,0.0008170195350525,15.8133333333333333
224996,0,1,halifax,35,1,0,0,44,"41-50",9.0000000000000000,8,102,12.62,2,1,1,0,0,4,2,1,897.61,448.81,897.61,448.81,0.00,0.00,0.00,0.03,693,693.00,693,693.00,0,0.00,1.00,3.00,3,1,1,1,2,2,2,1.00,2,0,0.00,9412.043049473217,9952.513051386064,4976.256525693032,Occasional Booker,Moderate Budget,Rare Flyer,795.3050000000000000,0.09018928137702788,0.00000000000000000000,0.0,1.5775000000000000
226367,0,0,washington,35,0,0,0,45,"41-50",7.6666666666666667,8,114,14.07,3,1,0,1,0,6,3,3,889.21,296.40,883.6010,294.53,5.6090,1.87,0.01,0.00,1864,621.33,1864,621.33,0,0.00,1.33,1.67,5,3,3,3,3,3,3,1.33,4,2,0.67,9934.925930249683,9799.176136251586,3266.3920454171953,Occasional Booker,Low Budget,Regular Flyer,915.8670000000000000,0.09017094781378203,0.33333333333333333333,0.0003005698260459,1.7587500000000000
228195,0,0,los angeles,35,1,0,0,28,"26-30",0,9,116,14.37,0,1,0,1,0,0,0,0,0,0.00,0,0.00,0,0.00,0.10,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0,0,0.00,0.0,0.0,0.0,Never Booker,Low Budget,Rare Flyer,0,0.0,0,0.0,1.5966666666666667
228872,1,0,san antonio,35,0,0,0,36,"31-40",6.5000000000000000,8,126,15.74,2,1,0,1,0,2,1,2,509.21,509.21,509.21,509.21,0.00,0.00,0.09,0.00,1288,644.00,1288,644.00,0,0.00,1.00,6.50,13,2,2,2,1,1,2,1.00,1,1,1.00,5540.437918889238,5907.346079470977,5907.346079470977,Occasional Booker,Moderate Budget,Rare Flyer,898.6050000000000000,0.08619945287607078,0.50000000000000000000,0.003878975379423185,1.9675000000000000
229009,0,0,stockton,35,0,0,0,19,"18-25",9.5000000000000000,8,144,35.30,2,0,0,0,1,4,2,2,1061.63,530.82,1061.63,530.82,0.00,0.00,0.00,0.00,474,237.00,474,237.00,0,0.00,1.00,1.50,3,2,2,2,2,2,2,1.00,2,1,0.50,11798.67238724796,12114.92944857728,6057.46472428864,Occasional Booker,Low Budget,Rare Flyer,767.8150000000000000,0.08762989537051516,0.00000000000000000000,0.0,4.4125000000000000
229330,0,0,colorado springs,35,0,1,0,49,"41-50",8.2500000000000000,8,129,15.96,4,1,1,0,0,8,4,4,1548.11,387.03,1548.11,387.03,0.00,0.00,0.00,0.02,3849,962.25,3849,962.25,0,0.00,1.75,2.00,8,4,3,3,3,4,3,1.75,7,1,0.25,9608.955625556377,9405.52004023883,2351.3800100597073,Rare Booker,Moderate Budget,Regular Flyer,1349.2775000000000000,0.16459589617340176,0.00000000000000000000,0.0,1.9950000000000000
232647,0,0,birmingham,35,0,0,0,19,"18-25",5.0000000000000000,8,100,12.52,2,1,0,1,0,2,1,1,237.1,237.10,237.1,237.10,0.0,0.00,0.03,0.00,2343,2343.00,2343,2343.00,0,0.00,1.00,11.00,11,1,1,1,1,1,2,1.00,1,1,1.00,2783.1682333017507,2873.502037217346,2873.502037217346,Occasional Booker,High Budget,Rare Flyer,1290.0500000000000000,0.08251255677883698,0.50000000000000000000,0.0012376883516825546,1.5650000000000000
249521,0,1,ottawa,35,1,1,1,61,"50+",8.0000000000000000,8,151,18.75,2,2,2,1,0,2,1,2,642.02,642.02,642.02,642.02,0.00,0.00,0.05,0.09,391,195.50,369.4,184.70,21.6,10.80,1.00,1.50,3,2,2,2,1,1,2,1.00,1,1,1.00,7103.599881380658,7479.179902563058,7479.179902563058,Occasional Booker,Low Budget,Rare Flyer,505.7100000000000000,0.08584096229320339,0.50000000000000000000,0.0021460240573300845,2.3437500000000000
252835,0,0,chicago,34,1,0,0,39,"31-40",8.0000000000000000,8,117,14.43,5,2,1,1,0,10,5,4,1676.55,335.31,1615.635,323.13,60.915,12.18,0.04,0.01,1460,365.00,1460,365.00,0,0.00,1.00,2.75,11,4,4,3,3,4,3,1.00,5,3,0.60,18677.78858389404,18592.391123662837,3718.4782247325675,Rare Booker,Low Budget,Frequent Flyer,615.1270000000000000,0.0868976448082439,0.20000000000000000000,0.000695181158466,1.8037500000000000
258451,0,0,miami,34,0,0,0,24,"18-25",0,8,167,29.32,0,1,0,1,1,0,0,0,0,0.00,0,0.00,0,0.00,0.08,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0,0,0.00,0.0,0.0,0.0,Never Booker,Low Budget,Rare Flyer,0,0.0,0,0.0,3.6650000000000000
276512,0,0,austin,34,1,1,1,43,"41-50",10.0000000000000000,8,98,12.18,1,2,1,2,0,2,1,1,395.69,395.69,395.69,395.69,0.00,0.00,0.06,0.05,100,100.00,100,100.00,0,0.00,1.00,1.00,1,1,1,1,1,1,1,1.00,1,1,1.00,4598.296540231668,4818.506577324746,4818.506577324746,Frequent Booker,Low Budget,Rare Flyer,495.6900000000000000,0.0821188045819144,2.0000000000000000,0.009854256549829727,1.5225000000000000
281952,0,0,louisville,34,0,0,0,38,"31-40",8.0000000000000000,8,158,19.52,2,1,1,0,0,4,2,2,684.72,342.36,684.72,342.36,0.00,0.00,0.00,0.05,263,131.50,236.30,118.15,26.70,13.35,1.00,1.00,2,2,2,2,2,2,2,1.00,2,3,1.50,7380.057604161022,7867.322287392459,3933.6611436962294,Occasional Booker,Low Budget,Rare Flyer,460.5100000000000000,0.08703342445971453,0.00000000000000000000,0.0,2.4400000000000000
283325,0,0,dallas,34,0,1,0,52,"50+",9.0000000000000000,8,114,14.08,2,3,1,2,0,2,1,2,453.27,453.27,407.943,407.94,45.327,45.33,0.03,0.02,2884,1442.00,2884,1442.00,0,0.00,1.50,3.00,6,2,2,2,1,1,2,1.00,1,0,0.00,5300.8512253583685,5676.885893115592,5676.885893115592,Occasional Booker,Moderate Budget,Rare Flyer,1645.9715000000000000,0.0718603487335752,1.00000000000000000000,0.002155810462007256,1.7600000000000000
290123,0,0,houston,33,0,1,0,42,"41-50",6.7142857142857143,9,190,23.38,7,0,0,0,0,13,6,6,4796.11,685.16,4796.11,685.16,0.00,0.00,0.00,0.00,4827,804.50,4827,804.50,0,0.00,1.67,2.67,16,6,6,6,7,6,7,1.57,11,6,0.86,31934.51706795983,33758.770202961416,4822.681457565916,Rare Booker,Moderate Budget,Bird,1374.7300000000000000,0.1420700449443289,0.00000000000000000000,0.0,2.5977777777777778
297546,0,0,new york,33,0,1,0,52,"50+",7.0000000000000000,8,207,25.72,5,1,1,0,0,8,4,5,1660.72,415.18,1660.72,415.18,0.00,0.00,0.00,0.01,3620,724.00,3542.00,708.40,78.00,15.60,1.40,5.20,26,5,4,5,4,2,5,1.50,6,3,0.75,14277.87318288468,14181.896673930538,3545.4741684826345,Rare Booker,Moderate Budget,Regular Flyer,1040.5440000000000000,0.11710140316088825,0.00000000000000000000,0.0,3.2150000000000000
298253,0,0,los angeles,33,1,1,1,48,"41-50",7.0000000000000000,8,98,12.24,1,2,1,2,0,2,1,0,712.42,712.42,712.42,712.42,0.00,0.00,0.11,0.04,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,1,1,1,1.00,1,2,2.00,7948.419685999539,8367.36210308088,8367.36210308088,Frequent Booker,Low Budget,Rare Flyer,712.4200000000000000,0.08514272374296858,2.0000000000000000,0.01873139922345309,1.5300000000000000
299476,0,0,atlanta,33,0,1,0,40,"31-40",8.0000000000000000,9,187,23.13,1,2,1,2,0,2,1,1,192.38,192.38,192.38,192.38,0.00,0.00,0.10,0.04,71,71.00,71,71.00,0,0.00,1.00,1.00,1,1,1,1,1,1,1,1.00,1,0,0.00,2219.8349467107264,2180.0008144955264,2180.0008144955264,Super Booker,Low Budget,Rare Flyer,263.3800000000000000,0.08824767345076365,2.0000000000000000,0.01764953469015273,2.5700000000000000
306165,0,0,cleveland,33,0,0,0,22,"18-25",0,8,89,11.00,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0,0,0.00,0.0,0.0,0.0,Never Booker,Low Budget,Rare Flyer,0,0.0,0,0.0,1.3750000000000000
306819,0,0,new york,33,1,1,1,61,"50+",4.0000000000000000,8,329,141.58,1,2,1,1,1,2,1,1,50.16,50.16,50.16,50.16,0.00,0.00,0.01,0.01,370,370.00,370,370.00,0,0.00,1.00,1.00,1,1,1,1,1,1,1,1.00,1,1,1.00,590.7394494538073,586.3622162945461,586.3622162945461,Frequent Booker,Low Budget,Rare Flyer,420.1600000000000000,0.08554439321991243,1.00000000000000000000,0.0008554439321991,17.6975000000000000
312488,1,0,new york,33,0,1,0,32,"31-40",7.0000000000000000,8,76,9.46,1,2,1,1,0,2,1,1,407.1,407.10,407.1,407.10,0.0,0.00,0.06,0.05,299,299.00,299,299.00,0,0.00,1.00,1.00,1,1,1,1,1,1,1,1.00,1,1,1.00,4530.927064711195,4343.067520643385,4343.067520643385,Frequent Booker,Low Budget,Rare Flyer,706.1000000000000000,0.09373559081570344,1.00000000000000000000,0.005624135448942206,1.1825000000000000
313724,0,0,tulsa,33,0,0,0,53,"50+",13.2500000000000000,8,351,148.04,4,0,0,0,1,6,3,4,1156.84,385.61,1156.84,385.61,0.00,0.00,0.00,0.00,3567,891.75,3567,891.75,0,0.00,1.50,4.00,16,4,4,4,3,3,4,1.33,4,2,0.67,10003.57669169132,10260.1679862625,3420.0559954208334,Rare Booker,Moderate Budget,Regular Flyer,1180.9600000000000000,0.1127505905896386,0.00000000000000000000,0.0,18.5050000000000000
316527,0,1,winnipeg,33,1,1,1,43,"41-50",8.2500000000000000,8,139,17.33,4,2,1,1,0,8,4,4,1739.89,434.97,1739.89,434.97,0.00,0.00,0.03,0.01,5670,1417.50,5658.30,1414.58,11.70,2.93,1.25,3.00,12,4,4,4,4,4,4,1.25,5,1,0.25,16118.432494227218,15525.442811537272,3881.360702884318,Rare Booker,Moderate Budget,Regular Flyer,1849.5475000000000000,0.11206701291038555,0.25000000000000000000,0.0008405025968279,2.1662500000000000
317688,0,0,indianapolis,33,1,0,0,42,"41-50",9.0000000000000000,8,133,16.53,4,2,1,2,0,8,4,4,1238.74,309.69,1238.74,309.69,0.00,0.00,0.07,0.01,1178,294.50,1172.90,293.23,5.10,1.28,1.00,1.50,6,4,4,4,4,3,4,1.00,4,2,0.50,12867.265390356017,13077.499565407588,3269.374891351897,Rare Booker,Low Budget,Regular Flyer,602.9100000000000000,0.09472300066265703,0.50000000000000000000,0.0033153050231929963,2.0662500000000000
322867,0,0,mobile,33,0,0,0,47,"41-50",7.0000000000000000,8,82,10.26,1,2,1,2,0,2,1,1,173.04,173.04,173.04,173.04,0.00,0.00,0.06,0.03,1323,1323.00,1323,1323.00,0,0.00,1.00,7.00,7,1,1,1,1,1,1,1.00,1,1,1.00,1843.5550000303808,1839.995234854804,1839.995234854804,Frequent Booker,Moderate Budget,Rare Flyer,1496.0400000000000000,0.09404372181086369,2.0000000000000000,0.011285246617303643,1.2825000000000000
324191,0,0,san diego,33,0,0,0,41,"41-50",10.5000000000000000,8,86,10.69,2,2,1,2,0,4,2,2,99.74,49.87,99.74,49.87,0.00,0.00,0.04,0.03,1610,805.00,1610,805.00,0,0.00,1.50,4.50,9,2,2,1,1,2,1,1.50,3,1,0.50,703.0814402502773,705.0853821715843,352.54269108579217,Occasional Booker,Low Budget,Rare Flyer,854.8700000000000000,0.14145804539701548,1.00000000000000000000,0.005658321815880619,1.3362500000000000
328590,0,0,san diego,32,0,0,0,57,"50+",8.5000000000000000,8,383,144.73,2,2,1,1,1,4,2,2,2203.95,1101.98,2203.95,1101.98,0.00,0.00,0.03,0.04,2945,1472.50,2596.25,1298.13,348.75,174.38,2.00,4.50,9,2,2,2,2,2,2,2.00,4,1,0.50,12170.493550076957,12786.777742379105,6393.388871189552,Occasional Booker,High Budget,Rare Flyer,2400.1000000000000000,0.1723616414083329,0.50000000000000000000,0.0025854246211249937,18.0912500000000000
